Year,Team,Conference,Wins,Losses,Bowl Game,Average Attendance,total_revenue,total_expense
2023,Ohio Dominican,Great Midwest Athletic,4.0,7.0,False,,,
2020,Ohio Northern,Ohio,3.0,1.0,False,,,
2022,Ohio Northern,Ohio,3.0,7.0,False,,,
2023,Ohio Northern,Ohio,4.0,6.0,False,,,
2005,Ohio State,Big Ten,10.0,2.0,True,0.0,89700979.0,89580307.0
2006,Ohio State,Big Ten,12.0,1.0,True,89138.33333333333,104704852.0,101804852.0
2007,Ohio State,Big Ten,11.0,2.0,True,87130.5,109382222.0,109197920.0
2008,Ohio State,Big Ten,10.0,3.0,True,91450.41666666669,115737022.0,114264848.0
2009,Ohio State,Big Ten,11.0,2.0,True,0.0,119711581.0,119859608.0
2010,Ohio State,Big Ten,12.0,1.0,True,0.0,123174176.0,122739754.0
2011,Ohio State,Big Ten,6.0,7.0,True,0.0,131815821.0,122286869.0
2012,Ohio State,Big Ten,12.0,0.0,False,96346.0,142043057.0,124419412.0
2013,Ohio State,Big Ten,12.0,2.0,True,86104.30769230769,139639307.0,116026329.0
2014,Ohio State,Big Ten,14.0,1.0,True,87982.07692307692,145232681.0,113937001.0
2015,Ohio State,Big Ten,12.0,1.0,True,90476.75,167166065.0,156969195.0
2016,Ohio State,Big Ten,11.0,2.0,True,95761.41666666669,170789765.0,169075013.0
2017,Ohio State,Big Ten,12.0,2.0,True,91280.76923076923,185409602.0,175743681.0
2018,Ohio State,Big Ten,13.0,1.0,True,86829.38461538461,205556663.0,206472651.0
2019,Ohio State,Big Ten,13.0,1.0,True,86227.76923076923,210548239.0,223605396.0
2020,Ohio State,Big Ten,7.0,1.0,True,1586.4,233871740.0,218651265.0
2021,Ohio State,Big Ten,11.0,2.0,True,85612.0,106896918.0,171618051.0
2022,Ohio State,Big Ten,11.0,2.0,True,91940.41666666669,251615345.0,227906141.0
2023,Ohio State,Big Ten,11.0,2.0,True,87376.0,279549337.0,276839796.0
2020,Ohio Wesleyan,North Coast,1.0,2.0,False,,,
2022,Ohio Wesleyan,North Coast,6.0,4.0,False,,,
2023,Ohio Wesleyan,North Coast,5.0,5.0,False,,,
2005,Oklahoma,Big 12,8.0,4.0,True,0.0,63382024.0,62897773.0
2006,Oklahoma,Big 12,11.0,3.0,True,72667.46153846153,64521972.0,64322580.0
2007,Oklahoma,Big 12,11.0,3.0,True,71285.53846153847,69430571.0,69266318.0
2008,Oklahoma,Big 12,12.0,2.0,True,73860.23076923077,77098008.0,76945882.0
2009,Oklahoma,Big 12,8.0,5.0,True,0.0,81487835.0,81404991.0
2010,Oklahoma,Big 12,12.0,2.0,True,0.0,98512287.0,87678197.0
2011,Oklahoma,Big 12,10.0,3.0,True,0.0,104338844.0,94363928.0
2012,Oklahoma,Big 12,10.0,3.0,True,71601.75,106456616.0,96250328.0
2013,Oklahoma,Big 12,11.0,2.0,True,73714.33333333333,123805661.0,102447553.0
2014,Oklahoma,Big 12,8.0,5.0,True,70968.25,129226692.0,113366698.0
2015,Oklahoma,Big 12,11.0,2.0,True,74482.5,134269349.0,128260251.0
2016,Oklahoma,Big 12,11.0,2.0,True,75074.5,150373216.0,132611840.0
2017,Oklahoma,Big 12,12.0,2.0,True,73938.61538461539,155238481.0,138456780.0
2018,Oklahoma,Big 12,12.0,2.0,True,77475.38461538461,175325500.0,153189153.0
2019,Oklahoma,Big 12,12.0,2.0,True,69153.53846153847,163126695.0,163835791.0
2020,Oklahoma,Big 12,9.0,2.0,True,19681.5,159116745.0,162958014.0
2021,Oklahoma,Big 12,11.0,2.0,True,67703.91666666667,143668948.0,145100455.0
2022,Oklahoma,Big 12,6.0,7.0,True,74290.91666666667,177320217.0,182403214.0
2023,Oklahoma,Big 12,10.0,3.0,True,66958.90909090909,199295570.0,205514920.0
2021,Oklahoma Baptist,Great American,7.0,4.0,False,,,
2022,Oklahoma Baptist,Great American,1.0,10.0,False,,,
2023,Oklahoma Baptist,Great American,6.0,5.0,False,,,
2016,Oklahoma Panhandle St,Independent DII,1.0,1.0,False,,,
2018,Oklahoma Panhandle St,Independent DII,0.0,1.0,False,,,
2019,Oklahoma Panhandle St,Independent DII,0.0,1.0,False,,,
2023,Oklahoma Panhandle St,Independent DII,0.0,1.0,False,,,
2005,Oklahoma State,Big 12,4.0,7.0,False,3987.0,51250746.0,55433091.0
2006,Oklahoma State,Big 12,7.0,6.0,True,43342.833333333336,241364906.0,80300988.0
2007,Oklahoma State,Big 12,7.0,6.0,True,51403.16666666666,57521622.0,66435650.0
2008,Oklahoma State,Big 12,9.0,4.0,True,54773.333333333336,98874092.0,89801118.0
2009,Oklahoma State,Big 12,9.0,4.0,True,0.0,55953397.0,75982440.0
2010,Oklahoma State,Big 12,11.0,2.0,True,0.0,106362128.0,83748207.0
2011,Oklahoma State,Big 12,12.0,1.0,True,0.0,82631915.0,66937207.0
2012,Oklahoma State,Big 12,8.0,5.0,True,54035.16666666666,87270598.0,96782619.0
2013,Oklahoma State,Big 12,10.0,3.0,True,58938.333333333336,93664337.0,96551860.0
2014,Oklahoma State,Big 12,7.0,6.0,True,54106.75,117803302.0,109648000.0
2015,Oklahoma State,Big 12,10.0,3.0,True,56660.833333333336,95931739.0,93144396.0
2016,Oklahoma State,Big 12,10.0,3.0,True,52634.16666666666,93672676.0,92926534.0
2017,Oklahoma State,Big 12,10.0,3.0,True,56549.41666666666,91644865.0,89833094.0
2018,Oklahoma State,Big 12,7.0,6.0,True,51410.25,88516367.0,88228667.0
2019,Oklahoma State,Big 12,8.0,5.0,True,54177.66666666666,95335482.0,95008483.0
2020,Oklahoma State,Big 12,8.0,3.0,True,14174.9,93608058.0,92501090.0
2021,Oklahoma State,Big 12,12.0,2.0,True,56788.769230769234,64498660.0,78691353.0
2022,Oklahoma State,Big 12,7.0,6.0,True,54965.833333333336,104404398.0,103317156.0
2023,Oklahoma State,Big 12,10.0,4.0,True,53320.84615384616,122009946.0,121003194.0
2005,Old Dominion,,,,,,12324287.0,11119357.0
2006,Old Dominion,,,,,,15035087.0,13990585.0
2007,Old Dominion,,,,,,16867013.0,17791173.0
2008,Old Dominion,,,,,,20964520.0,20531677.0
2009,Old Dominion,FCS Independents,9.0,2.0,False,,27219527.0,25520288.0
2010,Old Dominion,FCS Independents,8.0,3.0,False,,32475822.0,29048014.0
2011,Old Dominion,CAA,10.0,3.0,False,,32893744.0,30909628.0
2012,Old Dominion,CAA,10.0,1.0,False,,35247421.0,34375037.0
2013,Old Dominion,,,,,,36929483.0,35561455.0
2014,Old Dominion,Conference USA,6.0,6.0,False,22965.25,41061440.0,41118876.0
2015,Old Dominion,Conference USA,5.0,7.0,False,19407.33333333333,43994715.0,42780118.0
2016,Old Dominion,Conference USA,10.0,3.0,True,21521.166666666668,44681935.0,43998223.0
2017,Old Dominion,Conference USA,5.0,7.0,False,22305.166666666668,46203813.0,46181753.0
2018,Old Dominion,Conference USA,4.0,8.0,False,19252.5,44271033.0,45189213.0
2019,Old Dominion,Conference USA,1.0,11.0,False,22797.416666666668,46956655.0,49376061.0
2020,Old Dominion,,,,,,49426473.0,49411842.0
2021,Old Dominion,Conference USA,6.0,7.0,True,16794.727272727272,41472704.0,38234460.0
2022,Old Dominion,Sun Belt,3.0,9.0,False,23151.272727272728,53419653.0,51914920.0
2023,Old Dominion,Sun Belt,6.0,7.0,True,23844.25,50954029.0,54028983.0
2005,Ole Miss,SEC,3.0,8.0,False,4570.181818181818,28721832.0,28721832.0
2006,Ole Miss,SEC,4.0,8.0,False,62173.833333333336,29412948.0,29412948.0
2007,Ole Miss,SEC,3.0,9.0,False,51169.5,33782527.0,33782527.0
2008,Ole Miss,SEC,9.0,4.0,True,62673.583333333336,34769709.0,34769709.0
2009,Ole Miss,SEC,9.0,4.0,True,0.0,41290128.0,41290128.0
2010,Ole Miss,SEC,4.0,8.0,False,0.0,45737904.0,45737904.0
2011,Ole Miss,SEC,2.0,10.0,False,0.0,49180892.0,47109301.0
2012,Ole Miss,SEC,7.0,6.0,True,64266.0,51858993.0,51708064.0
2013,Ole Miss,SEC,8.0,5.0,True,66751.0,73390050.0,71315807.0
2014,Ole Miss,SEC,9.0,4.0,True,59988.833333333336,75849000.0,73293496.0
2015,Ole Miss,SEC,10.0,3.0,True,68809.83333333333,87602519.0,82399898.0
2016,Ole Miss,SEC,5.0,7.0,False,68797.58333333333,110524705.0,97105043.0
2017,Ole Miss,SEC,6.0,6.0,False,62589.16666666666,117834511.0,108885512.0
2018,Ole Miss,SEC,5.0,7.0,False,59106.083333333336,110912617.0,116812268.0
2019,Ole Miss,SEC,4.0,8.0,False,57411.25,108442428.0,113013400.0
2020,Ole Miss,SEC,5.0,5.0,True,13826.777777777776,105875209.0,113008288.0
2021,Ole Miss,SEC,10.0,3.0,True,64299.75,127394340.0,109763195.0
2022,Ole Miss,SEC,8.0,5.0,True,65263.16666666666,133557937.0,138796990.0
2023,Ole Miss,SEC,11.0,2.0,True,66066.83333333333,142171362.0,150195985.0
2020,Olivet College,Michigan,1.0,3.0,False,,,
2022,Olivet College,Michigan,5.0,5.0,False,,,
2023,Olivet College,Michigan,4.0,6.0,False,,,
2005,Oregon,Pac-10,10.0,2.0,True,5288.090909090909,39976635.0,40107833.0
2006,Oregon,Pac-10,7.0,6.0,True,53016.333333333336,45197269.0,44711104.0
2007,Oregon,Pac-10,9.0,4.0,True,62164.083333333336,50489771.0,49531150.0
2008,Oregon,Pac-10,10.0,3.0,True,58014.66666666666,56623901.0,56259942.0
2009,Oregon,Pac-10,10.0,3.0,True,0.0,59049245.0,60248727.0
2010,Oregon,Pac-10,12.0,1.0,True,0.0,122394483.0,77856232.0
2011,Oregon,Pac-12,12.0,2.0,True,0.0,85819699.0,76274142.0
2012,Oregon,Pac-12,12.0,1.0,True,61074.16666666666,94635829.0,89709350.0
2013,Oregon,Pac-12,11.0,2.0,True,56434.833333333336,115241070.0,94972708.0
2014,Oregon,Pac-12,13.0,2.0,True,54578.92307692308,196030398.0,110378432.0
2015,Oregon,Pac-12,9.0,4.0,True,58384.91666666666,105701523.0,103880557.0
2016,Oregon,Pac-12,4.0,8.0,False,54965.66666666666,111701175.0,110202688.0
2017,Oregon,Pac-12,7.0,6.0,True,53539.333333333336,145417315.0,119945650.0
2018,Oregon,Pac-12,9.0,4.0,True,48050.833333333336,122541827.0,119811239.0
2019,Oregon,Pac-12,12.0,2.0,True,53806.07692307692,127508498.0,128943543.0
2020,Oregon,Pac-12,4.0,3.0,True,0.1666666666666666,391769609.0,120884588.0
2021,Oregon,Pac-12,10.0,4.0,True,54343.769230769234,117521817.0,101243145.0
2022,Oregon,Pac-12,10.0,3.0,True,49837.583333333336,153510555.0,140565297.0
2023,Oregon,Pac-12,12.0,2.0,True,54651.53846153846,150605799.0,146778941.0
2005,Oregon State,Pac-10,5.0,6.0,False,3842.090909090909,37245356.0,36106183.0
2006,Oregon State,Pac-10,10.0,4.0,True,45563.230769230766,53601943.0,55324993.0
2007,Oregon State,Pac-10,9.0,4.0,True,46731.75,52471427.0,54910688.0
2008,Oregon State,Pac-10,9.0,4.0,True,54128.5,52875339.0,52128314.0
2009,Oregon State,Pac-10,8.0,5.0,True,0.0,53142889.0,54576139.0
2010,Oregon State,Pac-10,5.0,7.0,False,0.0,55613345.0,52669946.0
2011,Oregon State,Pac-12,3.0,9.0,False,0.0,55544015.0,54589335.0
2012,Oregon State,Pac-12,9.0,4.0,True,47851.5,58706837.0,57819032.0
2013,Oregon State,Pac-12,7.0,6.0,True,44373.333333333336,65467970.0,64185065.0
2014,Oregon State,Pac-12,5.0,7.0,False,45721.083333333336,63301794.0,73020003.0
2015,Oregon State,Pac-12,2.0,10.0,False,46467.25,64876006.0,72557984.0
2016,Oregon State,Pac-12,4.0,8.0,False,43683.333333333336,72731247.0,77667683.0
2017,Oregon State,Pac-12,1.0,11.0,False,39400.583333333336,78959875.0,82730626.0
2018,Oregon State,Pac-12,2.0,10.0,False,44543.333333333336,80712000.0,88600330.0
2019,Oregon State,Pac-12,5.0,7.0,False,35595.583333333336,82058386.0,82364021.0
2020,Oregon State,Pac-12,2.0,5.0,False,42.0,72448232.0,77034653.0
2021,Oregon State,Pac-12,7.0,6.0,True,37956.91666666666,47341469.0,68585989.0
2022,Oregon State,Pac-12,10.0,3.0,True,37285.333333333336,83480015.0,87729627.0
2023,Oregon State,Pac-12,8.0,5.0,True,38993.833333333336,91588297.0,98423805.0
2020,Otterbein,Ohio,1.0,3.0,False,,,
2022,Otterbein,Ohio,2.0,8.0,False,,,
2023,Otterbein,Ohio,0.0,10.0,False,,,
2021,Ouachita Baptist,Great American,9.0,2.0,False,,,
2022,Ouachita Baptist,Great American,11.0,1.0,False,,,
2023,Ouachita Baptist,Great American,9.0,2.0,False,,,
2021,Pace,Northeast 10,2.0,8.0,False,,,
2022,Pace,Northeast 10,6.0,4.0,False,,,
2023,Pace,Northeast 10,3.0,7.0,False,,,
2020,Pacific (OR),Northwest,1.0,1.0,False,,,
2022,Pacific (OR),Northwest,5.0,4.0,False,,,
2023,Pacific (OR),Northwest,2.0,7.0,False,,,
2020,Pacific Lutheran,Northwest,0.0,4.0,False,,,
2022,Pacific Lutheran,Northwest,6.0,4.0,False,,,
2023,Pacific Lutheran,Northwest,5.0,5.0,False,,,
2005,Penn State,Big Ten,11.0,1.0,True,19804.81818181818,60785496.0,60218635.0
2006,Penn State,Big Ten,9.0,4.0,True,93671.83333333331,,
2007,Penn State,Big Ten,9.0,4.0,True,83819.33333333333,,
2008,Penn State,Big Ten,11.0,2.0,True,86423.41666666667,,
2009,Penn State,Big Ten,11.0,2.0,True,0.0,,
2010,Penn State,Big Ten,7.0,6.0,True,0.0,106614724.0,88041921.0
2011,Penn State,Big Ten,9.0,4.0,True,0.0,116118025.0,101336483.0
2012,Penn State,Big Ten,8.0,4.0,False,81344.91666666667,108252281.0,107389258.0
2013,Penn State,Big Ten,7.0,5.0,False,79192.75,104751464.0,110737200.0
2014,Penn State,Big Ten,7.0,6.0,True,84114.66666666667,117590990.0,117440639.0
2015,Penn State,Big Ten,7.0,6.0,True,87829.83333333333,125720619.0,122271407.0
2016,Penn State,Big Ten,11.0,3.0,True,82486.23076923077,132248076.0,129349149.0
2017,Penn State,Big Ten,11.0,2.0,True,90399.91666666669,144017055.0,138724055.0
2018,Penn State,Big Ten,9.0,4.0,True,86638.33333333333,165373214.0,155184697.0
2019,Penn State,Big Ten,11.0,2.0,True,90712.08333333331,164529326.0,160369805.0
2020,Penn State,Big Ten,4.0,5.0,False,610.5555555555555,165077390.0,157908311.0
2021,Penn State,Big Ten,7.0,6.0,True,92488.66666666669,106159518.0,130050505.0
2022,Penn State,Big Ten,11.0,2.0,True,95521.0,181227448.0,170542050.0
2023,Penn State,Big Ten,10.0,3.0,True,86855.16666666667,202200023.0,202073671.0
2021,PennWest California,Pennsylvania State Athletic,9.0,1.0,False,,,
2022,PennWest California,Pennsylvania State Athletic,6.0,5.0,False,,,
2023,PennWest California,Pennsylvania State Athletic,7.0,3.0,False,,,
2005,Pennsylvania,Ivy,5.0,5.0,False,,,
2006,Pennsylvania,Ivy,5.0,4.0,False,,,
2007,Pennsylvania,Ivy,4.0,6.0,False,,,
2008,Pennsylvania,Ivy,6.0,4.0,False,,,
2009,Pennsylvania,Ivy,8.0,2.0,False,,,
2010,Pennsylvania,Ivy,9.0,1.0,False,,,
2011,Pennsylvania,Ivy,5.0,5.0,False,,,
2012,Pennsylvania,Ivy,6.0,4.0,False,,,
2013,Pennsylvania,Ivy,4.0,6.0,False,,,
2014,Pennsylvania,Ivy,2.0,8.0,False,,,
2015,Pennsylvania,Ivy,7.0,3.0,False,,,
2016,Pennsylvania,Ivy,7.0,3.0,False,,,
2017,Pennsylvania,Ivy,5.0,4.0,False,,,
2018,Pennsylvania,Ivy,6.0,4.0,False,,,
2019,Pennsylvania,Ivy,5.0,5.0,False,,,
2021,Pennsylvania,Ivy,3.0,7.0,False,,,
2022,Pennsylvania,Ivy,8.0,2.0,False,,,
2023,Pennsylvania,Ivy,6.0,4.0,False,,,
2020,Pittsburg St,Mid America,0.0,1.0,False,,,
2021,Pittsburg St,Mid America,8.0,3.0,False,,,
2022,Pittsburg St,Mid America,12.0,1.0,False,,,
2023,Pittsburg St,Mid America,11.0,2.0,True,,,
2005,Pittsburgh,Big East,5.0,6.0,False,3921.363636363637,,
2006,Pittsburgh,Big East,6.0,6.0,False,38929.0,,
2007,Pittsburgh,Big East,5.0,7.0,False,41761.16666666666,,
2008,Pittsburgh,Big East,9.0,4.0,True,47280.583333333336,,
2009,Pittsburgh,Big East,10.0,3.0,True,0.0,,
2010,Pittsburgh,Big East,8.0,5.0,True,0.0,,
2011,Pittsburgh,Big East,6.0,7.0,True,0.0,,
2012,Pittsburgh,Big East,6.0,7.0,True,40781.66666666666,,
2013,Pittsburgh,ACC,7.0,6.0,True,46714.91666666666,,
2014,Pittsburgh,ACC,6.0,7.0,True,40570.583333333336,,
2015,Pittsburgh,ACC,8.0,5.0,True,40186.833333333336,,
2016,Pittsburgh,ACC,8.0,5.0,True,43488.583333333336,,
2017,Pittsburgh,ACC,5.0,7.0,False,43252.5,,
2018,Pittsburgh,ACC,7.0,7.0,True,46625.15384615384,,
2019,Pittsburgh,ACC,8.0,5.0,True,48076.5,,
2020,Pittsburgh,ACC,6.0,5.0,False,5950.0,,
2021,Pittsburgh,ACC,11.0,3.0,True,46226.46153846154,,
2022,Pittsburgh,ACC,9.0,4.0,True,48428.75,,
2023,Pittsburgh,ACC,3.0,9.0,False,46640.66666666666,,
2022,Plymouth State,MSCAC,8.0,2.0,False,,,
2023,Plymouth State,MSCAC,4.0,6.0,False,,,
2022,Pomona Pitzer,So. Cal.,8.0,3.0,False,,,
2023,Pomona Pitzer,So. Cal.,6.0,4.0,True,,,
2005,Portland State,Big Sky,6.0,5.0,False,36433.0,,
2006,Portland State,Big Sky,7.0,4.0,False,48703.333333333336,,
2007,Portland State,Big Sky,3.0,8.0,False,53110.0,,
2008,Portland State,Big Sky,4.0,7.0,False,23920.0,,
2009,Portland State,Big Sky,2.0,9.0,False,0.0,,
2010,Portland State,Big Sky,2.0,9.0,False,0.0,,
2011,Portland State,Big Sky,7.0,4.0,False,0.0,,
2012,Portland State,Big Sky,0.0,1.0,False,54922.0,,
2013,Portland State,Big Sky,6.0,6.0,False,43594.0,,
2014,Portland State,Big Sky,3.0,9.0,False,35591.5,,
2015,Portland State,Big Sky,9.0,3.0,False,22051.5,,
2016,Portland State,Big Sky,2.0,8.0,False,35180.5,,
2017,Portland State,Big Sky,0.0,11.0,False,45082.0,,
2018,Portland State,Big Sky,4.0,7.0,False,32367.5,,
2019,Portland State,Big Sky,5.0,7.0,False,46061.5,,
2020,Portland State,Big Sky,0.0,1.0,False,,,
2021,Portland State,Big Sky,5.0,6.0,False,11325.5,,
2022,Portland State,Big Sky,4.0,7.0,False,16291.0,,
2023,Portland State,Big Sky,5.0,6.0,False,33922.0,,
2022,Post University,Independent DII,0.0,9.0,False,,,
2023,Post University,Independent DII,1.0,8.0,False,,,
2007,Prairie View A&M,SWAC,7.0,3.0,False,,,
2008,Prairie View A&M,SWAC,9.0,1.0,False,,,
2009,Prairie View A&M,SWAC,8.0,1.0,False,0.0,,
2010,Prairie View A&M,SWAC,6.0,4.0,False,0.0,,
2011,Prairie View A&M,SWAC,5.0,6.0,False,,,
2012,Prairie View A&M,SWAC,3.0,8.0,False,,,
2013,Prairie View A&M,SWAC,5.0,6.0,False,20136.0,,
2014,Prairie View A&M,SWAC,5.0,5.0,False,,,
2015,Prairie View A&M,SWAC,7.0,1.0,False,24561.0,,
2016,Prairie View A&M,SWAC,7.0,4.0,False,58975.0,,
2017,Prairie View A&M,SWAC,6.0,5.0,False,,,
2018,Prairie View A&M,SWAC,5.0,6.0,False,17418.0,,
2019,Prairie View A&M,SWAC,6.0,5.0,False,29360.0,,
2020,Prairie View A&M,SWAC,2.0,1.0,False,,,
2021,Prairie View A&M,SWAC,7.0,5.0,False,98251.0,,
2022,Prairie View A&M,SWAC,6.0,5.0,False,,,
2023,Prairie View A&M,SWAC,6.0,6.0,True,24489.0,,
2005,Presbyterian,FCS Independents,1.0,1.0,False,,,
2006,Presbyterian,FCS Independents,0.0,2.0,False,,,
2007,Presbyterian,FCS Independents,6.0,5.0,False,,,
2008,Presbyterian,FCS Independents,4.0,8.0,False,,,
2009,Presbyterian,Big South,0.0,10.0,False,,,
2010,Presbyterian,Big South,2.0,9.0,False,0.0,,
2011,Presbyterian,Big South,3.0,7.0,False,0.0,,
2012,Presbyterian,Big South,1.0,3.0,False,38584.5,,
2013,Presbyterian,Big South,3.0,8.0,False,26202.0,,
2014,Presbyterian,Big South,6.0,5.0,False,42450.66666666666,,
2015,Presbyterian,Big South,2.0,9.0,False,15514.0,,
2016,Presbyterian,Big South,2.0,9.0,False,13616.0,,
2017,Presbyterian,Big South,4.0,7.0,False,22643.0,,
2018,Presbyterian,Big South,2.0,8.0,False,,,
2019,Presbyterian,Big South,1.0,10.0,False,,,
2020,Presbyterian,Pioneer,4.0,3.0,False,,,
2021,Presbyterian,Pioneer,2.0,9.0,False,,,
2022,Presbyterian,Pioneer,1.0,10.0,False,,,
2023,Presbyterian,Pioneer,4.0,7.0,False,,,
2005,Princeton,Ivy,7.0,3.0,False,,,
2006,Princeton,Ivy,8.0,1.0,False,,,
2007,Princeton,Ivy,4.0,6.0,False,,,
2008,Princeton,Ivy,4.0,6.0,False,,,
2009,Princeton,Ivy,4.0,6.0,False,,,
2010,Princeton,Ivy,1.0,9.0,False,,,
2011,Princeton,Ivy,1.0,9.0,False,,,
2012,Princeton,Ivy,5.0,5.0,False,,,
2013,Princeton,Ivy,8.0,2.0,False,,,
2014,Princeton,Ivy,5.0,5.0,False,,,
2015,Princeton,Ivy,5.0,5.0,False,,,
2016,Princeton,Ivy,8.0,2.0,False,,,
2017,Princeton,Ivy,5.0,5.0,False,,,
2018,Princeton,Ivy,10.0,0.0,False,,,
2019,Princeton,Ivy,8.0,2.0,False,,,
2021,Princeton,Ivy,9.0,1.0,False,,,
2022,Princeton,Ivy,8.0,2.0,False,,,
2023,Princeton,Ivy,5.0,5.0,False,,,
2020,Puget Sound,Northwest,2.0,2.0,False,,,
2022,Puget Sound,Northwest,1.0,8.0,False,,,
2023,Puget Sound,Northwest,3.0,6.0,False,,,
2005,Purdue,Big Ten,5.0,6.0,False,0.0,51325446.0,51500109.0
2006,Purdue,Big Ten,8.0,6.0,True,55710.61538461538,51720353.0,51826232.0
2007,Purdue,Big Ten,8.0,5.0,True,62984.083333333336,57757409.0,55786246.0
2008,Purdue,Big Ten,4.0,8.0,False,62787.41666666666,64253784.0,59217169.0
2009,Purdue,Big Ten,5.0,7.0,False,0.0,60082091.0,57707608.0
2010,Purdue,Big Ten,4.0,8.0,False,0.0,61653561.0,58365143.0
2011,Purdue,Big Ten,7.0,6.0,True,0.0,66202493.0,59429383.0
2012,Purdue,Big Ten,6.0,7.0,True,53735.333333333336,70624394.0,68056269.0
2013,Purdue,Big Ten,1.0,11.0,False,56028.25,72379392.0,74628002.0
2014,Purdue,Big Ten,3.0,9.0,False,44265.41666666666,71372206.0,74604756.0
2015,Purdue,Big Ten,2.0,10.0,False,45790.41666666666,75637694.0,76150390.0
2016,Purdue,Big Ten,3.0,9.0,False,41813.083333333336,78699976.0,80376885.0
2017,Purdue,Big Ten,7.0,6.0,True,45643.75,84841133.0,87209495.0
2018,Purdue,Big Ten,6.0,7.0,True,53390.66666666666,103092204.0,96676957.0
2019,Purdue,Big Ten,4.0,8.0,False,56834.833333333336,110844907.0,103526477.0
2020,Purdue,Big Ten,2.0,4.0,False,792.1666666666666,102223618.0,100101396.0
2021,Purdue,Big Ten,9.0,4.0,True,59515.333333333336,74183342.0,82282743.0
2022,Purdue,Big Ten,8.0,6.0,True,51793.90909090909,115139432.0,93025810.0
2023,Purdue,Big Ten,4.0,8.0,False,63572.16666666666,124290313.0,119773814.0
2016,Quincy,Great Lakes,1.0,0.0,False,,,
2018,Quincy,Great Lakes,0.0,1.0,False,,,
2020,Quincy,Great Lakes,0.0,2.0,False,,,
2021,Quincy,Great Lakes,4.0,7.0,False,,,
2022,Quincy,Great Lakes,4.0,7.0,False,,,
2023,Quincy,Great Lakes,6.0,5.0,False,,,
2020,Randolph-Macon,Old Dominion,5.0,0.0,False,,,
2022,Randolph-Macon,Old Dominion,11.0,1.0,False,,,
2023,Randolph-Macon,Old Dominion,13.0,1.0,True,,,
2020,Reading,Mid Atlantic,0.0,3.0,False,,,
2022,Reading,Mid Atlantic,3.0,7.0,False,,,
2023,Reading,Mid Atlantic,1.0,9.0,False,,,
2022,Redlands,So. Cal.,4.0,6.0,False,,,
2023,Redlands,So. Cal.,5.0,5.0,True,,,
2022,Rensselaer,Liberty League,7.0,3.0,False,,,
2023,Rensselaer,Liberty League,7.0,3.0,False,,,
2005,Rhode Island,Atlantic 10,4.0,6.0,False,,,
2006,Rhode Island,Atlantic 10,4.0,7.0,False,36227.0,,
2007,Rhode Island,CAA,3.0,8.0,False,27601.0,,
2008,Rhode Island,CAA,3.0,9.0,False,32628.0,,
2009,Rhode Island,CAA,1.0,10.0,False,0.0,,
2010,Rhode Island,CAA,4.0,5.0,False,0.0,,
2011,Rhode Island,CAA,3.0,8.0,False,0.0,,
2012,Rhode Island,CAA,0.0,10.0,False,15338.0,,
2013,Rhode Island,CAA,3.0,9.0,False,20118.0,,
2014,Rhode Island,CAA,1.0,11.0,False,0.0,,
2015,Rhode Island,CAA,1.0,10.0,False,30112.0,,
2016,Rhode Island,CAA,2.0,9.0,False,26864.0,,
2017,Rhode Island,CAA,3.0,8.0,False,16311.0,,
2018,Rhode Island,CAA,6.0,5.0,False,20691.0,,
2019,Rhode Island,CAA,2.0,10.0,False,34190.5,,
2020,Rhode Island,CAA,2.0,1.0,False,,,
2021,Rhode Island,CAA,7.0,4.0,False,7284.0,,
2022,Rhode Island,CAA,7.0,4.0,False,54667.0,,
